contrast_roc_auc_mean,contrast_roc_auc_lower,contrast_roc_auc_upper,contrast_pr_auc_mean,contrast_pr_auc_lower,contrast_pr_auc_upper,contrast_brier_mean,contrast_brier_lower,contrast_brier_upper,bootstrap_type,feature_set,representation
0.02497018598258831,-0.0036559062372544856,0.06309390762224322,0.02890310122051828,-0.001005188546964655,0.06762093170634545,0.0022352230043583693,0.00044861507779146855,0.004311135772151416,ORDER_CLUSTER_BOOTSTRAP,STRICT_ORDER_ENTRY,Q2
0.01614351779659102,-0.0030465232987482577,0.03559727475696224,0.024266953626663736,-0.0016107478668254667,0.057086421320157135,0.0011412416398491297,-0.00015404399768519024,0.002546934786361669,ORDER_CLUSTER_BOOTSTRAP,STRICT_ORDER_ENTRY,Q4
0.042109740736334285,0.004967225794177974,0.09113686463006421,0.03266377536333742,0.005619700173506745,0.06257417998257314,0.0014967889037085728,0.0002850020679083864,0.002914506294039186,ORDER_CLUSTER_BOOTSTRAP,EXTENDED_PLANNING_INFORMATION,Q2
0.0028111491543764892,-0.02328554153357398,0.028933751445327872,0.005501893103702469,-0.013748754706508855,0.02687436436140486,0.00038123395103877977,-0.000612662459182519,0.0013919673761632466,ORDER_CLUSTER_BOOTSTRAP,EXTENDED_PLANNING_INFORMATION,Q4
