context_id,product_id,representation,protocol,candidate_quantity,training_percentile,raw_probability,sigmoid_probability,isotonic_probability,valid_support
17118,100062XXC08D,Q2,A,120000.0,90,0.08744190835834258,0.0825036244332961,0.11215580926796508,True
23618,100062XXC08D,Q2,A,10429.200000000003,10,0.05274472779748499,0.07146177716505925,0.0,True
23618,100062XXC08D,Q2,A,20100.0,25,0.05274472779748499,0.07146177716505925,0.0,True
23618,100062XXC08D,Q2,A,30680.0,50,0.05183866236090297,0.07119255514154778,0.0,True
23618,100062XXC08D,Q2,A,66645.0,75,0.05369332464272804,0.07174464336984647,0.0,True
23618,100062XXC08D,Q2,A,120000.0,90,0.05705473946101793,0.07275533361819463,0.0,True
26709,100062XXC08D,Q2,A,10429.200000000003,10,0.07887232452196868,0.0796400818266729,0.10067114093959731,True
26709,100062XXC08D,Q2,A,20100.0,25,0.07887232452196868,0.0796400818266729,0.10067114093959731,True
26709,100062XXC08D,Q2,A,30680.0,50,0.0781263273400469,0.07939514759546921,0.10067114093959731,True
26709,100062XXC08D,Q2,A,66645.0,75,0.07861443435104,0.07955533044538832,0.10067114093959731,True
26709,100062XXC08D,Q2,A,120000.0,90,0.08200899958670733,0.08067751900272578,0.10465116279069768,True
28187,100062XXC08D,Q2,A,10429.200000000003,10,0.06581854886647807,0.07545236084844978,0.0,True
28187,100062XXC08D,Q2,A,20100.0,25,0.06581854886647807,0.07545236084844978,0.0,True
28187,100062XXC08D,Q2,A,30680.0,50,0.06518728046650209,0.07525506048601509,0.0,True
28187,100062XXC08D,Q2,A,66645.0,75,0.06652926696048904,0.07567506131860526,0.0,True
28187,100062XXC08D,Q2,A,120000.0,90,0.0694413244357254,0.07659385689084144,0.009615384615384616,True
23519,100062XXC08D,Q2,A,10429.200000000003,10,0.0536198952594042,0.07172271030347972,0.0,True
23519,100062XXC08D,Q2,A,20100.0,25,0.0536198952594042,0.07172271030347972,0.0,True
23519,100062XXC08D,Q2,A,30680.0,50,0.05269963231887891,0.07144835561302958,0.0,True
23519,100062XXC08D,Q2,A,66645.0,75,0.05458332475089545,0.07201097538509472,0.0,True
23519,100062XXC08D,Q2,A,120000.0,90,0.05799704229724493,0.07304100572232765,0.0,True
28398,100062XXC08D,Q2,A,10429.200000000003,10,0.06581854886647807,0.07545236084844978,0.0,True
28398,100062XXC08D,Q2,A,20100.0,25,0.06581854886647807,0.07545236084844978,0.0,True
28398,100062XXC08D,Q2,A,30680.0,50,0.06518728046650209,0.07525506048601509,0.0,True
28398,100062XXC08D,Q2,A,66645.0,75,0.06652926696048904,0.07567506131860526,0.0,True
28398,100062XXC08D,Q2,A,120000.0,90,0.0694413244357254,0.07659385689084144,0.009615384615384616,True
17269,100062XXC08D,Q2,A,10429.200000000003,10,0.12759359658280742,0.09720296908139901,0.11215580926796508,True
17269,100062XXC08D,Q2,A,20100.0,25,0.12759359658280742,0.09720296908139901,0.11215580926796508,True
17269,100062XXC08D,Q2,A,30680.0,50,0.1322424934412801,0.09904841313289346,0.11215580926796508,True
17269,100062XXC08D,Q2,A,66645.0,75,0.13665585639829317,0.1008291476304378,0.11215580926796508,True
17269,100062XXC08D,Q2,A,120000.0,90,0.1421699350064592,0.10309390642962993,0.11215580926796508,True
13095,100062XXC08D,Q2,A,10429.200000000003,10,0.1005195179910146,0.08705435188361567,0.11215580926796508,True
13095,100062XXC08D,Q2,A,20100.0,25,0.1005195179910146,0.08705435188361567,0.11215580926796508,True
13095,100062XXC08D,Q2,A,30680.0,50,0.09887842931351466,0.0864710665132715,0.11215580926796508,True
13095,100062XXC08D,Q2,A,66645.0,75,0.10680965572483586,0.08932312022126856,0.11215580926796508,True
13095,100062XXC08D,Q2,A,120000.0,90,0.10956322695539356,0.09033298065644468,0.11215580926796508,True
